sl.no.,isbn,title,series_title,series_release_number,authors,publisher,language,num_pages,format,genres,publication_date,rating_score,num_ratings,num_reviews,current_readers,want_to_read,price,url,ISBN10
78,9781423100034,"I'd Tell You I Love You, But Then I'd Have to Kill You ",Gallagher Girls,1,Ally Carter,Hyperion Book CH,English,284,Hardcover,"['Young Adult', 'Romance', 'Mystery', 'Contemporary', 'Fiction', 'Espionage', 'Adventure']","April 25, 2006",3.84,188665.0,8379.0,2944.0,121000.0,8.99,https://www.goodreads.com/book/show/852470.I_d_Tell_You_I_Love_You_But_Then_I_d_Have_to_Kill_You,1423100034
79,9780618680009,The God Delusion,,,Richard Dawkins,Houghton Mifflin Co.,English,374,Hardcover,"['Nonfiction', 'Religion', 'Science', 'Philosophy', 'Atheism', 'Psychology', 'Spirituality']","October 1, 2006",3.9,266885.0,9499.0,16600.0,279000.0,13.99,https://www.goodreads.com/book/show/14743.The_God_Delusion,0618680004
80,9780575079793,The Blade Itself ,The First Law,1,Joe Abercrombie,Gollancz,English,515,Paperback,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Dark Fantasy', 'Audiobook']","May 4, 2006",4.21,241176.0,15061.0,14100.0,243000.0,9.99,https://www.goodreads.com/book/show/944073.The_Blade_Itself,0575079797
81,9781595147882,Thirteen Reasons Why,,,Jay Asher,Razorbill,English,352,Hardcover,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Mystery', 'Mental Health', 'Teen']","October 18, 2007",3.85,963120.0,56284.0,20900.0,497000.0,9.99,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,1595147888
82,9780399154010,Innocent in Death ,In Death,24,J.D. Robb,Putnam Adult,English,385,Hardcover,"['Mystery', 'Romance', 'Crime', 'Fiction', 'Romantic Suspense', 'Futuristic', 'Suspense']","February 20, 2007",4.39,31572.0,1382.0,1214.0,7550.0,9.99,https://www.goodreads.com/book/show/74033.Innocent_in_Death,0399154019
83,9780393354256,The Zookeeper's Wife,,,Diane Ackerman,W. W. Norton & Company,English,368,Paperback,"['Nonfiction', 'History', 'World War II', 'Holocaust', 'Historical', 'Biography', 'War']","September 7, 2007",3.49,87693.0,10371.0,8538.0,73700.0,8.04,https://www.goodreads.com/book/show/32722510-the-zookeeper-s-wife,0393354253
84,9780762745654,"Whatever You Do, Don't Run: True Tales Of A Botswana Safari Guide",,,Peter Allison,Lyons Press,English,246,Paperback,"['Nonfiction', 'Travel', 'Africa', 'Memoir', 'Animals', 'Humor', 'Adventure']","August 25, 2016",4.02,10719.0,1060.0,432.0,12500.0,8.54,https://www.goodreads.com/book/show/891224.Whatever_You_Do_Don_t_Run,0762745657
85,9780618443369,Nation,,,Terry Pratchett,Harvest,English,528,Hardcover,"['Cookbooks', 'Cooking', 'Food', 'Nonfiction', 'Reference', 'Foodie', 'Culinary']","January 1, 1980",4.21,17219.0,165.0,722.0,44500.0,25.99,https://www.goodreads.com/book/show/2855034-nation,0618443363
86,9780975925591,Flow Down Like Silver,,,Ki Longfellow,Eio Books,English,301,Paperback,"['Historical Fiction', 'Fiction', 'Egypt', 'Historical', 'Philosophy', 'Literature', 'Africa']","August 20, 2009",3.99,4578.0,230.0,92.0,18200.0,9.95,https://www.goodreads.com/book/show/6801755-flow-down-like-silver,0975925598
87,9780312590444,Shadowland ,The Immortals,3,Alyson Noel,St. Martin's Griffin,English,339,Hardcover,"['Young Adult', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Fiction']","November 17, 2009",3.66,83544.0,2674.0,1274.0,32700.000000000004,9.99,https://www.goodreads.com/book/show/6581511-shadowland,031259044X
88,9780385342025,Twenties Girl,,,Sophie Kinsella,The Dial Press,English,435,Hardcover,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Paranormal']","July 21, 2009",3.85,167631.0,7748.0,1904.0,82400.0,7.99,https://www.goodreads.com/book/show/6063187-twenties-girl,0385342020
89,9781439148501,Under the Dome,,,Stephen King,Scribner,English,1074,Hardcover,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Mystery', 'Audiobook']","January 1, 2009",3.92,298025.0,16972.0,12100.0,222000.0,11.99,https://www.goodreads.com/book/show/6320534-under-the-dome,1439148503
90,9780385342315,The Weed That Strings the Hangman's Bag ,Flavia de Luce,2,Alan Bradley,Delacorte Press,English,364,Hardcover,"['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Audiobook', 'Crime', 'Historical']","March 9, 2010",3.99,55519.0,5740.0,1556.0,19800.0,4.99,https://www.goodreads.com/book/show/6777616-the-weed-that-strings-the-hangman-s-bag,0385342314
91,9780446556828,Ecstasy Unveiled ,Demonica,4,Larissa Ione,Hachette Book Group,English,414,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Demons', 'Fantasy', 'Angels', 'Vampires']","January 1, 2010",4.32,28953.0,996.0,294.0,3430.0,7.99,https://www.goodreads.com/book/show/6660747-ecstasy-unveiled,0446556823
92,9780061733635,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",,,John Heilemann,Harper,English,448,Hardcover,"['Politics', 'Nonfiction', 'History', 'American History', 'Presidents', 'Biography', 'Audiobook']","January 11, 2010",4.13,22305.0,2672.0,729.0,9879.0,13.99,https://www.goodreads.com/book/show/6694937-game-change,0061733636
93,9780373210183,The Iron Queen ,The Iron Fey,3,Julie Kagawa,Harlequin Teen,English,384,Paperback,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Paranormal', 'Fairies', 'Magic']","January 25, 2011",4.2,106257.0,5193.0,1233.0,60400.0,9.99,https://www.goodreads.com/book/show/8685612-the-iron-queen,0373210183
94,9780553173895,A Dance with Dragons ,A Song of Ice and Fire,5,George R.R. Martin,Bantam Books (Transworld Publishers a division of the Random House Group),English,,,"['Romance', 'Fiction', 'Chick Lit', 'Contemporary Romance', 'Contemporary', 'Historical Fiction', 'Historical']","January 1, 1980",3.78,4517.0,184.0,267.0,1342.0,8.99,https://www.goodreads.com/book/show/10664113-a-dance-with-dragons,0553173898
95,9780307887436,Ready Player One ,Ready Player One,1,Ernest Cline,Crown Publishers,English,374,Hardcover,"['Science Fiction', 'Fiction', 'Young Adult', 'Fantasy', 'Dystopia', 'Audiobook', 'Adventure']","August 16, 2011",4.23,1152519.0,101561.0,34500.0,574000.0,11.99,https://www.goodreads.com/book/show/9969571-ready-player-one,030788743X
96,9780451233325,Hard Bitten ,Chicagoland Vampires,4,Chloe Neill,NAL Trade,English,350,Paperback,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Magic']","April 12, 2011",4.14,38780.0,2505.0,562.0,10600.0,11.99,https://www.goodreads.com/book/show/9581001-hard-bitten,0451233328
97,9780441020423,Magic Slays ,Kate Daniels,5,Ilona Andrews,Ace,English,308,Mass Market Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Paranormal Romance']","May 31, 2011",4.4,74605.0,3381.0,1808.0,12100.0,8.99,https://www.goodreads.com/book/show/8559047-magic-slays,0441020429
98,9780062011992,Starcrossed ,Starcrossed,1,Josephine Angelini,HarperTeen,English,487,Hardcover,"['Fantasy', 'Young Adult', 'Mythology', 'Romance', 'Paranormal', 'Greek Mythology', 'Paranormal Romance']","May 31, 2011",4.05,72968.0,5565.0,963.0,81200.0,10.99,https://www.goodreads.com/book/show/9462795-starcrossed,0062011995
99,9780553826104,Iron Crowned ,Dark Swan,3,Richelle Mead,Bantam,English,378,Paperback,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Fae', 'Romance', 'Paranormal Romance', 'Magic']","January 1, 2011",4.06,18333.0,1007.0,156.0,10400.0,2.99,https://www.goodreads.com/book/show/8709525-iron-crowned,0553826107
100,9781442416864,City of Lost Souls ,The Mortal Instruments,5,Cassandra Clare,Margaret K. McElderry Books,English,535,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Vampires', 'Fiction']","May 8, 2012",4.22,527107.0,24086.0,10000.0,249000.0,10.99,https://www.goodreads.com/book/show/8755776-city-of-lost-souls,1442416866
101,9780451235848,Lover Reborn ,Black Dagger Brotherhood,10,J.R. Ward,NAL,English,572,Hardcover,"['Paranormal', 'Paranormal Romance', 'Romance', 'Vampires', 'Fantasy', 'Urban Fantasy', 'Adult']","March 27, 2012",4.33,82683.0,4975.0,1700.0,30400.0,8.99,https://www.goodreads.com/book/show/10993282-lover-reborn,0451235843
102,9781423140573,The Serpent's Shadow ,The Kane Chronicles,3,Rick Riordan,Hyperion Books,English,406,Hardcover,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']","May 1, 2012",4.28,160909.0,6691.0,2497.0,84700.0,7.99,https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow,1423140575
103,9780373210510,The Immortal Rules ,Blood of Eden,1,Julie Kagawa,Harlequin Teen,English,485,Hardcover,"['Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Dystopia', 'Romance', 'Urban Fantasy']","April 24, 2012",4.07,70571.0,6275.0,1305.0,123000.0,11.99,https://www.goodreads.com/book/show/10215349-the-immortal-rules,0373210515
104,9780373776986,Wicked Nights ,Angels of the Dark,1,Gena Showalter,HQN Books,English,411,Mass Market Paperback,"['Paranormal Romance', 'Paranormal', 'Romance', 'Angels', 'Fantasy', 'Demons', 'Adult']","June 26, 2012",4.07,25830.0,1624.0,791.0,21200.0,8.99,https://www.goodreads.com/book/show/12900491-wicked-nights,0373776985
105,,Wool Omnibus ,Silo,1,Hugh Howey,Broad Reach Publishing,English,509,Kindle Edition,"['Science Fiction', 'Fiction', 'Dystopia', 'Post Apocalyptic', 'Fantasy', 'Science Fiction Fantasy', 'Audiobook']","January 27, 2012",4.22,207260.0,16975.0,17800.0,114000.0,0.01,https://www.goodreads.com/book/show/13453029-wool-omnibus,
106,9780988301320,Twisted Perfection ,"Rosemary Beach, Perfection","5,1",Abbi Glines,Abbi Glines,English,290,Kindle Edition,"['Romance', 'New Adult', 'Contemporary', 'Contemporary Romance', 'Young Adult', 'Erotica', 'Abuse']","April 8, 2013",4.23,66979.0,4108.0,899.0,28900.0,9.99,https://www.goodreads.com/book/show/17333880-twisted-perfection,0988301326
107,,Beneath This Man ,This Man,2,Jodi Ellen Malpas,Jodi Ellen Malpas Limited,English,528,Kindle Edition,"['Romance', 'Erotica', 'BDSM', 'Contemporary Romance', 'Contemporary', 'Erotic Romance', 'Adult']","January 15, 2013",4.26,92118.0,4444.0,1759.0,29200.0,8.99,https://www.goodreads.com/book/show/16156709-beneath-this-man,
108,9780399256769,Prodigy ,Legend,2,Marie Lu,Putnam Juvenile,English,371,Hardcover,"['Dystopia', 'Young Adult', 'Romance', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure']","January 29, 2013",4.23,260673.0,19283.0,7814.0,134000.0,9.99,https://www.goodreads.com/book/show/13414446-prodigy,0399256768
109,,The Proposal ,The Proposition,2,Katie Ashley,Katie Ashley Productions,English,322,Kindle Edition,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Chick Lit', 'New Adult', 'Erotica']","January 10, 2013",4.02,37488.0,1854.0,689.0,10600.0,0.0,https://www.goodreads.com/book/show/16117804-the-proposal,
110,,Bad Things ,Tristan & Danika,1,R.K. Lilley,R.K. Lilley,English,367,Kindle Edition,"['Romance', 'Erotica', 'New Adult', 'Contemporary Romance', 'Contemporary', 'BDSM', 'Adult']","June 11, 2013",4.28,32328.0,2455.0,1157.0,21600.0,0.0,https://www.goodreads.com/book/show/17377032-bad-things,
111,9780061996207,Boundless ,Unearthly,3,Cynthia Hand,HarperTeen,English,448,Hardcover,"['Young Adult', 'Fantasy', 'Angels', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural']","January 22, 2013",4.12,46434.0,4022.0,369.0,34700.0,9.99,https://www.goodreads.com/book/show/13049981-boundless,0061996203
112,,Light in the Shadows ,Find You in the Dark,2,A. Meredith Walters,Gallery Books,English,345,Kindle Edition,"['Romance', 'New Adult', 'Young Adult', 'Contemporary', 'Contemporary Romance', 'High School', 'Mental Illness']","March 26, 2013",4.2,16797,1306,226.0,,0.00,https://www.goodreads.com/book/show/17155039-light-in-the-shadows,
113,,Black Lies,,,Alessandra Torre,,English,290,Kindle Edition,"['Romance', 'Contemporary Romance', 'Contemporary', 'Erotica', 'Dark', 'Adult', 'New Adult']","August 14, 2014",4.26,31238.0,4775.0,2008.0,23800.0,8.99,https://www.goodreads.com/book/show/22471294-black-lies,
114,9780989598460,Legal Briefs ,Lawyers in Love,3,N.M. Silber,Mendelssohn Levy Publishing,English,,,"['Romance', 'Contemporary Romance', 'Contemporary', 'Humor', 'Chick Lit', 'Adult', 'New Adult']","April 1, 2014",4.05,4281.0,371.0,58.0,3457.0,3.99,https://www.goodreads.com/book/show/18773155-legal-briefs,0989598462
115,9780425256220,Magic Breaks ,Kate Daniels,7,Ilona Andrews,Ace Hardcover,English,381,Hardcover,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Magic', 'Vampires', 'Paranormal Romance']","July 29, 2014",4.49,50284.0,3328.0,1897.0,13400.0,9.99,https://www.goodreads.com/book/show/12119529-magic-breaks,0425256227
116,9789382665465,The Great War of Hind ,The Legend of Ramm,1,Vaibhav Anand,Srishti Publishers,English,184,Paperback,"['Mythology', 'Fantasy', 'Fiction', 'India']","June 8, 2014",3.82,198.0,27.0,36.0,591.0,3.99,https://www.goodreads.com/book/show/25927416-the-great-war-of-hind,9382665463
117,,Harry Potter and the Cursed Child: Parts One and Two ,Harry Potter,8,J.K. Rowling,"Little, Brown",English,343,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Plays', 'Magic', 'Adventure', 'Middle Grade']","July 31, 2016",3.49,1006490.0,73492.0,35300.0,450000.0,0.0,https://www.goodreads.com/book/show/29056083-harry-potter-and-the-cursed-child,
118,9781442468351,Lady Midnight ,The Dark Artifices,1,Cassandra Clare,Margaret K. McElderry Books,English,688,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Paranormal', 'Urban Fantasy', 'Young Adult Fantasy', 'Fiction']","March 8, 2016",4.36,226041.0,22041.0,9660.0,264000.0,10.99,https://www.goodreads.com/book/show/25494343-lady-midnight,1442468351
119,9780765376473,A Gathering of Shadows ,Shades of Magic,2,V.E. Schwab,Tor,English,512,Hardcover,"['Fantasy', 'Fiction', 'Young Adult', 'Magic', 'Adult', 'Audiobook', 'Romance']","February 23, 2016",4.22,191290.0,24236.0,9004.0,186000.0,0.0,https://www.goodreads.com/book/show/20764879-a-gathering-of-shadows,0765376474
120,9781451686630,The Passenger,,,Lisa Lutz,Simon & Schuster,English,304,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Crime']","March 1, 2016",3.72,42321.0,4829.0,2178.0,46000.0,14.99,https://www.goodreads.com/book/show/26154406-the-passenger,1451686633
121,9781101902769,A Mother's Reckoning: Living in the Aftermath of Tragedy,,,Sue Klebold,Crown,English,336,ebook,"['Nonfiction', 'Memoir', 'True Crime', 'Biography', 'Audiobook', 'Crime', 'Biography Memoir']","February 15, 2016",4.13,39941.0,5418.0,1977.0,48400.0,11.99,https://www.goodreads.com/book/show/25937671-a-mother-s-reckoning,1101902760
122,9781841191096,Sebring ,Unfinished Hero,5,Kristen Ashley,Robinson,English,312,Paperback,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Egypt', 'Historical Mystery', 'Audiobook']","January 1, 1981",4.0,23821.0,1675.0,873.0,5172.0,9.99,https://www.goodreads.com/book/show/25879951-sebring,1841191094
123,9780062457790,They Both Die at the End,,,Adam Silvera,Quill Tree Books,English,389,Hardcover,"['Young Adult', 'Romance', 'LGBT', 'Fiction', 'Contemporary', 'Queer', 'Audiobook']","September 5, 2017",3.77,722678.0,85036.0,45700.0,768000.0,8.99,https://www.goodreads.com/book/show/33385229-they-both-die-at-the-end,0062457799
124,9780062348708,The Upside of Unrequited ,Simonverse,2,Becky Albertalli,Balzer + Bray,English,336,Hardcover,"['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Fiction', 'Audiobook', 'Queer']","April 11, 2017",3.9,74803.0,10446.0,1433.0,88600.0,10.99,https://www.goodreads.com/book/show/30653853-the-upside-of-unrequited,0062348701
125,9781101886724,Waking Gods ,Themis Files,2,Sylvain Neuvel,Del Rey,English,336,Hardcover,"['Science Fiction', 'Fiction', 'Audiobook', 'Fantasy', 'Adult', 'Aliens', 'Science Fiction Fantasy']","April 4, 2017",4.01,45549.0,5064.0,1620.0,41700.0,5.99,https://www.goodreads.com/book/show/30134847-waking-gods,1101886722
126,9781484763803,A List of Cages,,,Robin Roe,Disney-Hyperion,English,310,Hardcover,"['Young Adult', 'Contemporary', 'Fiction', 'Mental Health', 'Realistic Fiction', 'Young Adult Contemporary', 'Abuse']","January 10, 2017",4.26,25254.0,4882.0,615.0,70500.0,8.99,https://www.goodreads.com/book/show/25613472-a-list-of-cages,1484763807
127,9781101906668,The Roanoke Girls,,,Amy Engel,Crown,English,279,Hardcover,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Adult', 'Audiobook']","March 7, 2017",3.72,31416.0,4940.0,1025.0,44400.0,6.99,https://www.goodreads.com/book/show/30689335-the-roanoke-girls,1101906669
128,,"Dear Ijeawele, or A Feminist Manifesto in Fifteen Suggestions",,,Chimamanda Ngozi Adichie,Knopf,English,63,Hardcover,"['Nonfiction', 'Feminism', 'Essays', 'Audiobook', 'Womens', 'Parenting', 'Africa']","March 7, 2017",4.51,81189.0,9911.0,1372.0,77600.0,7.99,https://www.goodreads.com/book/show/33585392-dear-ijeawele-or-a-feminist-manifesto-in-fifteen-suggestions,
129,9781619636101,Kingdom of Ash ,Throne of Glass,7,Sarah J. Maas,Bloomsbury YA,English,980,Hardcover,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'New Adult', 'Fiction', 'Magic']","October 23, 2018",4.68,477880.0,48557.0,30500.0,361000.0,8.9,https://www.goodreads.com/book/show/33590260-kingdom-of-ash,1619636107
130,9780448494500,A Reaper at the Gates ,An Ember in the Ashes,3,Sabaa Tahir,Razorbill,English,458,Hardcover,"['Fantasy', 'Young Adult', 'Young Adult Fantasy', 'Romance', 'Fiction', 'Audiobook', 'Magic']","June 12, 2018",4.16,91031.0,10623.0,5889.0,3062.0,9.99,https://www.goodreads.com/book/show/30809786-a-reaper-at-the-gates,0448494507
131,9780062662590,The Poppy War ,The Poppy War,1,R.F. Kuang,Harper Voyager,English,545,ebook,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Historical', 'High Fantasy', 'Audiobook']","May 1, 2018",4.17,243084.0,39115.0,24000.0,520000.0,0.0,https://www.goodreads.com/book/show/35068705-the-poppy-war,0062662597
132,,My Torin,,,K. Webster,,,244 pages,,"['Romance', 'Dark', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Disability', 'Mental Illness']","January 7, 2018",4.2,7828.0,1406.0,614.0,6897.0,4.99,https://www.goodreads.com/book/show/36685321-my-torin,
133,9780008239442,The Kingdom of Copper ,The Daevabad Trilogy,2,S.A. Chakraborty,Harper Voyager,English,625,Hardcover,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Audiobook', 'Magic', 'Mythology']","January 22, 2019",4.4,65712.0,7627.0,4446.0,69700.0,15.49,https://www.goodreads.com/book/show/39988431-the-kingdom-of-copper,0008239444
134,9781250144546,The Gilded Wolves ,The Gilded Wolves,1,Roshani Chokshi,Wednesday Books,English,388,Hardcover,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Historical', 'Young Adult Fantasy', 'Fiction', 'LGBT']","January 15, 2019",3.72,45773.0,10202.0,3679.0,193000.0,0.0,https://www.goodreads.com/book/show/39863498-the-gilded-wolves,125014454X
135,9780393013801,Shout,,,Laurie Halse Anderson,W. W. Norton,English,343,Paperback,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'Essays', 'Natural History', 'History']","January 1, 1980",4.12,6695.0,140.0,180.0,6461.0,9.99,https://www.goodreads.com/book/show/40519254-shout,0393013804
136,,The House in the Cerulean Sea ,The House in the Cerulean Sea,1,T.J. Klune,Tor Books,English,394,Kindle Edition,"['Fantasy', 'Fiction', 'LGBT', 'Romance', 'Queer', 'Young Adult', 'Adult']","March 16, 2020",4.41,596656.0,95598.0,33900.0,730000.0,12.99,https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,
137,9781728206141,Boyfriend Material ,London Calling,1,Alexis  Hall,Sourcebooks Casablanca,English,425,Paperback,"['LGBT', 'Contemporary', 'Queer', 'Fiction', 'Audiobook', 'M M Romance', 'Adult']","July 7, 2020",4.02,124689.0,19111.0,7639.0,196000.0,0.0,https://www.goodreads.com/book/show/50225678-boyfriend-material,1728206146
